11028|1|CAP|3|0|5677004,0|0|3665117,0|5677004,0|1
11028|1|INT|3|0|2011886,0|0|2011886,0|2011886,0|1
11028|2|CAP|3|0|5677004,0|0|3722843,0|11354008,0|1
11028|2|INT|3|0|1954160,0|0|1954160,0|3966046,0|1
11028|3|CAP|3|0|5677004,0|0|3781478,0|17031012,0|1
11028|3|INT|3|0|1895526,0|0|1895526,0|5861572,0|1
11028|4|CAP|3|0|5677004,0|0|3841036,0|22708016,0|1
11028|4|INT|3|0|1835967,0|0|1835967,0|7697539,0|1
11028|5|CAP|3|0|5677004,0|0|3901532,0|28385020,0|1
11028|5|INT|3|0|1775471,0|0|1775471,0|9473010,0|1
11028|6|CAP|3|0|5677004,0|0|3962982,0|34062024,0|1
11028|6|INT|3|0|1714022,0|0|1714022,0|11187032,0|1
11028|7|CAP|3|0|5677004,0|0|4025399,0|39739028,0|1
11028|7|INT|3|0|1651605,0|0|1651605,0|12838637,0|1
11028|8|CAP|3|0|5677004,0|0|4088799,0|45416032,0|1
11028|8|INT|3|0|1588205,0|0|1588205,0|14426842,0|1
11028|9|CAP|3|0|5677004,0|0|4153197,0|51093036,0|1
11028|9|INT|3|0|1523806,0|0|1523806,0|15950648,0|1
11028|10|CAP|3|0|5677004,0|0|4218610,0|56770040,0|1
11028|10|INT|3|0|1458394,0|0|1458394,0|17409042,0|1
11028|11|CAP|3|0|5677004,0|0|4285053,0|62447044,0|1
11028|11|INT|3|0|1391950,0|0|1391950,0|18800992,0|1
11028|12|CAP|3|0|5677004,0|0|4352543,0|68124048,0|1
11028|12|INT|3|0|1324461,0|0|1324461,0|20125453,0|1
11028|13|CAP|3|0|5677004,0|0|4421095,0|73801052,0|1
11028|13|INT|3|0|1255908,0|0|1255908,0|21381361,0|1
11028|14|CAP|3|0|5677004,0|0|4490728,0|79478056,0|1
11028|14|INT|3|0|1186276,0|0|1186276,0|22567637,0|1
11028|15|CAP|3|0|5677004,0|0|4561456,0|85155060,0|1
11028|15|INT|3|0|1115547,0|0|1115547,0|23683184,0|1
11028|16|CAP|3|0|5677004,0|0|4633299,0|90832064,0|1
11028|16|INT|3|0|1043704,0|0|1043704,0|24726888,0|1
11028|17|CAP|3|0|5677004,0|0|4706274,0|96509068,0|1
11028|17|INT|3|0|970730,0|0|970730,0|25697618,0|1
11028|18|CAP|3|0|5677004,0|0|4780398,0|102186072,0|1
11028|18|INT|3|0|896606,0|0|896606,0|26594224,0|1
11028|19|CAP|3|0|5677004,0|0|4855689,0|107863076,0|1
11028|19|INT|3|0|821315,0|0|821315,0|27415539,0|1
11028|20|CAP|3|0|5677004,0|0|4932166,0|113540080,0|1
11028|20|INT|3|0|744838,0|0|744838,0|28160377,0|1
11028|21|CAP|3|0|5677004,0|0|5009848,0|119217084,0|1
11028|21|INT|3|0|667156,0|0|667156,0|28827533,0|1
11028|22|CAP|1|0|5677004,0|0|0,0|124894088,0|1
11028|22|INT|1|0|588251,0|0|0,0|29415784,0|1
11028|23|CAP|0|0|5677004,0|0|0,0|130571092,0|1
11028|23|INT|0|0|508103,0|0|0,0|29923887,0|1
11028|24|CAP|0|0|5677004,0|0|0,0|136248096,0|1
11028|24|INT|0|0|426693,0|0|0,0|30350580,0|1
11028|25|CAP|0|0|5677004,0|0|0,0|141925100,0|1
11028|25|INT|0|0|344000,0|0|0,0|30694580,0|1
11028|26|CAP|0|0|5677004,0|0|0,0|147602104,0|1
11028|26|INT|0|0|260006,0|0|0,0|30954586,0|1
11028|27|CAP|0|0|5677004,0|0|0,0|153279108,0|1
11028|27|INT|0|0|174688,0|0|0,0|31129274,0|1
11028|28|CAP|0|0|5677004,0|0|0,0|158956112,0|1
11028|28|INT|0|0|88026,0|0|0,0|31217300,0|1
15163|1|CAP|3|0|534062,0|0|378754,0|534062,0|1
15163|1|INT|3|0|155308,0|0|155308,0|155308,0|1
15163|2|CAP|3|0|534062,0|0|385667,0|1068124,0|1
15163|2|INT|3|0|148395,0|0|148395,0|303703,0|1
15163|3|CAP|3|0|534062,0|0|392705,0|1602186,0|1
15163|3|INT|3|0|141357,0|0|141357,0|445060,0|1
15163|4|CAP|3|0|534062,0|0|399872,0|2136248,0|1
15163|4|INT|3|0|134190,0|0|134190,0|579250,0|1
15163|5|CAP|3|0|534062,0|0|407169,0|2670310,0|1
15163|5|INT|3|0|126892,0|0|126892,0|706142,0|1
15163|6|CAP|3|0|534062,0|0|414600,0|3204372,0|1
15163|6|INT|3|0|119461,0|0|119461,0|825603,0|1
15163|7|CAP|3|0|534062,0|0|422167,0|3738434,0|1
15163|7|INT|3|0|111895,0|0|111895,0|937498,0|1
15163|8|CAP|3|0|534062,0|0|429871,0|4272496,0|1
15163|8|INT|3|0|104190,0|0|104190,0|1041688,0|1
15163|9|CAP|3|0|534062,0|0|437716,0|4806558,0|1
15163|9|INT|3|0|96345,0|0|96345,0|1138033,0|1
15163|10|CAP|3|0|534062,0|0|445705,0|5340620,0|1
15163|10|INT|3|0|88357,0|0|88357,0|1226390,0|1
15163|11|CAP|3|0|534062,0|0|453839,0|5874682,0|1
15163|11|INT|3|0|80223,0|0|80223,0|1306613,0|1
15163|12|CAP|3|0|534062,0|0|462121,0|6408744,0|1
15163|12|INT|3|0|71940,0|0|71940,0|1378553,0|1
15163|13|CAP|3|0|534062,0|0|470555,0|6942806,0|1
15163|13|INT|3|0|63507,0|0|63507,0|1442060,0|1
15163|14|CAP|3|0|534062,0|0|479143,0|7476868,0|1
15163|14|INT|3|0|54919,0|0|54919,0|1496979,0|1
15163|15|CAP|1|0|534062,0|0|0,0|8010930,0|1
15163|15|INT|1|0|46175,0|0|0,0|1543154,0|1
15163|16|CAP|0|0|534062,0|0|0,0|8544992,0|1
15163|16|INT|0|0|37271,0|0|0,0|1580425,0|1
15163|17|CAP|0|0|534062,0|0|0,0|9079054,0|1
15163|17|INT|0|0|28204,0|0|0,0|1608629,0|1
15163|18|CAP|0|0|534062,0|0|0,0|9613116,0|1
15163|18|INT|0|0|18972,0|0|0,0|1627601,0|1
15163|19|CAP|0|0|534062,0|0|0,0|10147178,0|1
